,names,countries,min_order,delivery_fee,amount_of_rankers,delivery_time_MAX,ranking
19982, Major Dumpling And Noodle ,Australia,,,9,,5
19983, Gelatissimo - Darling Quarter ,Australia,,,1,,6
19984, Dumpling & Noodle House Darlinghurst ,Australia,,,1,,1
19985, Golden Five Star Kebabs and Pizza ,Australia,,,1,,6
19986, The Reverie Cat ,Australia,,,23,,4.26
19987, Liquoroo - Alcohol Delivery ,Australia,,,3,,2.89
19988, Hiroya Japanese Restaurant ,Australia,,,5,,4.33
19989, Stacked - Pitt St ,Australia,,,8,,4.58
19990, Kent Convenience Store ,Australia,,,1,,2.33
19991, Harry's Singapore Chilli Crab ,Australia,,,1,,6
19992, Pizza M - Ultimo ,Australia,,,1,,5.33
19993, Calico Pizzeria ,Australia,,,17,,4.27
19994, Mango Coco Thai Dessert Cafe ,Australia,,,1,,3
19995, Jamie's Kitchen ,Australia,,,8,,3.71
19996, Juice Land ,Australia,,,1,,2.33
19997, The Sambal ,Australia,,,2,,3.5
19998, Sushi Hotaru ,Australia,,,1,,1.67
19999, Haymarket Kebab ,Australia,,,2,,3.84
20000, Best Burger - Surry Hills ,Australia,,,1,,6
20001, Jinzhou BBQ ,Australia,,,4,,5.08
20002, Olivo Restaurant ,Australia,,,3,,5.56
20003, Twelve Squares ,Australia,,,1,,6
20004, Piccolo Me - 80 Elizabeth St ,Australia,,,1,,4.33
20005, Sushi World - Broadway Sydney ,Australia,,,4,,5.92
20006, Steve Costi's Famous Burgers - Broadway ,Australia,,,3,,5.56
20007, Sydney Stylish Pizza ,Australia,,,12,,6
20008, Shake Yo Buns - Haberfield ,Australia,,,1,,4.33
20009, Lal Qila ,Australia,,,7,,5.14
20010, Soul Origin - Sydney Chifley ,Australia,,,4,,3.42
20011, Fat Thaiger Cafe - Bar and Thai Restaurant ,Australia,,,397,,3.49
20012, Cairo Gourmet Kitchen ,Australia,,,471,,3.92
20013, Lal Qila - Darling Harbour ,Australia,,,912,,3.79
20014, Koomi - Town Hall ,Australia,,,662,,4.27
20015, The Brother's Cafe ,Australia,,,27,,5.01
20016, Na Zdrowie ,Australia,,,2,,1
20017, Kusuka Cafe - Darling Square ,Australia,,,3,,4.56
20018, Breadtop - Broadway ,Australia,,,182,,3.38
20019, Redfish Thai ,Australia,,,93,,4.16
20020, Sushi Ichi Bar ,Australia,,,108,,4.74
20021, LB CANTEEN ,Australia,,,165,,4.27
20022, Dolcissimo ,Australia,,,208,,3.77
20023, Hannibal Lebanese Restaurant ,Australia,,,5,,2.93
20024, Baskin Robbins - Circular Quay ,Australia,,,5,,1.67
20025, Yebisu Bar & Grill ,Australia,,,20,,5.37
20026, Lok Lok Dumpling Bar - Harbourside ,Australia,,,6,,4.95
20027, Saigon's House ,Australia,,,13,,4.79
20028, Whistle Alcohol - Alcohol Delivery Sydney ,Australia,,,27,,4.28
20029, Orto Trading Co. ,Australia,,,2,,6
20030, Top Juice - Centrepoint ,Australia,,,2,,4.17
20031, Sushi Izu - Camperdown ,Australia,,,18,,4.76
20032, Five Star Kebab ,Australia,,,457,,4.79
20033, Encasa - Rapido Chifley ,Australia,,,30,,3.87
20034, Phamous Kitchen ,Australia,,,12,,5.5
20035, Spresso Cafe and Salad Bar ,Australia,,,6,,4.56
20036, Mums Table Surry Hills ,Australia,,,117,,4.28
20037, Star Sushi ,Australia,,,99,,4.75
20038, Shop 197 ,Australia,,,38,,4.54
20039, Rangoli Indian Restaurant ,Australia,,,73,,4.45
20040, Dainty Sichuan - World Square ,Australia,,,7,,4.95
20041, Zan Bou ,Australia,,,16,,5.1
20042, Bad Mama ,Australia,,,1,,4
20043, Yasaka Ramen CBD ,Australia,,,1,,6
20044, Bento Tatsujin ,Australia,,,1,,3.67
20045, Rosie Campbell's ,Australia,,,2,,3.5
20046, Mad Mex - Wintergardens ,Australia,,,7,,3.29
20047, Malaysian Curry House ,Australia,,,,,
20048, Madame Lynn ,Australia,,,,,
20049, 580 Mediterranean Kitchen ,Australia,,,,,
20050, Lynn Shanghai Cuisine ,Australia,,,,,
20051, Sushi Oka ,Australia,,,,,
20052, Sneaky Possum ,Australia,,,,,
20053, Manjits Wharf ,Australia,,,,,
20054, Xi'An Noodle House - Sydney ,Australia,,,,,
20055, GeekStar ,Australia,,,,,
20056, Bucket Boys Craft Beers Co - City ,Australia,,,,,
20057, Nosh Cafe & Restaurant ,Australia,,,,,
20058, Manjits - Balmain ,Australia,,,,,
20059, Qube on Bay ,Australia,,,,,
20060, Casa Del Vino ,Australia,,,,,
20061, Souperb ,Australia,,,,,
20062, Black and Bronze ,Australia,,,,,
20063, The Big Easy - Darlinghurst ,Australia,,,,,
20064, Solo Lasagna ,Australia,,,,,
20065, Ramen Zundo - Sydney CBD ,Australia,,,,,
20066, Stockroom Cafe ,Australia,,,,,
20067, Easy Drinks by Darlinghurst Fine Wines ,Australia,,,,,
20068, Ken-Chan Curry - Haymarket ,Australia,,,,,
20069, Eclipse Convenience Store ,Australia,,,,,
20070, 77 Convenience Storeence Store ,Australia,,,,,
20071, The Magicians Cabaret Theatre Restaurant Bar ,Australia,,,,,
20072, SAL Espresso Bar ,Australia,,,,,
20073, Merchants of Ultimo ,Australia,,,,,
20074, The Yacht Club By Chambers ,Australia,,,,,
20075, The Flynn ,Australia,,,,,
20076, Old Mates Place - Sydney ,Australia,,,,,
20077, Ministry Of Coffee - Pyrmont ,Australia,,,,,
20078, Fratelli Fresh - Entertainment Quarter ,Australia,,,,,
20079, Winghaus - Circular Quay ,Australia,,,,,
20080, Burger Project - Circular Quay ,Australia,,,,,
20081, El Camino - Sydney ,Australia,,,,,
20082, Yume Sushi - Drummoyne ,Australia,,,,,
20083, Chipped & Loaded - Drummoyne ,Australia,,,,,
20084, Skewers Go - Sydney City ,Australia,,,,,
20085, Franky & Co - Leichhardt ,Australia,,,,,
20086, 2 Daughters Thai & Cafe ,Australia,,,,,
20087, Muffin Break - Leichhardt Market Place ,Australia,,,,,
20088, Northern Chinese Noodle Restaurant - Pyrmont ,Australia,,,,,
20089, Bengong Black - Haymarket ,Australia,,,,,
20090, Society Convenience Store ,Australia,,,,,
20091, Sahara Grill - Australia Square ,Australia,,,,,
20092, Oracle - Potts Point ,Australia,,,,,
20093, Banh Banh Espresso ,Australia,,,,,
20094, Bathurst Cafe Bar - Sydney ,Australia,,,,,
20095, Danjee Korean BBQ Restaurant ,Australia,,,,,
20096, Our Farm Kitchen ,Australia,,,,,
20097, Salt Meats Cheese - Circular Quay ,Australia,,,,,
20098, Izakaya Fujiyama ,Australia,,,,,
20099, Machi Machi - Fish Market ,Australia,,,,,
20100, BeauTea - Haymarket ,Australia,,,,,
20101, Maopai Dishes Of Hotpot ,Australia,,,,,
20102, 1877 Wine Bar and Cafe ,Australia,,,,,
20103, Lady Butler Eatery - Haymarket ,Australia,,,,,
20104, Viola & Flower Fairy Coffee ,Australia,,,,,
20105, Taste of Nanking - Ultimo ,Australia,,,,,
20106, Christie's Seafood - Pyrmont ,Australia,,,,,
20107, Ataman Kebab & Pizza ,Australia,,,,,
20108, Pizza Monster ,Australia,,,,,
20109, Yaya’s Grill ,Australia,,,,,
20110, M.R Hotdog ,Australia,,,,,
20111, Awesome Vietnamese Beef Noodles - Surry Hills ,Australia,,,,,
20112, Steve Burgers - Sydney Westfield ,Australia,,,,,
20113, Cafe de Hanoi ,Australia,,,,,
20114, Bdeshi Tobacconist and Convenience Store ,Australia,,,,,
20115, Osteria on Darling ,Australia,,,,,
20116, Zupano Espresso Bar ,Australia,,,,,
20117, Nudge Cafe ,Australia,,,,,
20118, Destination Roll - Pitt Street ,Australia,,,,,
20119, Destination Roll - Liverpool Street ,Australia,,,,,
20120, Tentaciones Restaurant ,Australia,,,,,
20121, Destination Roll - Bridge Street ,Australia,,,,,
20122, Your Master Chef of Fried Rice ,Australia,,,,,
20123, Spice Sutra ,Australia,,,,,
20124, The Sorrel Cafe & Bar ,Australia,,,,,
20125, Mumbai Express - CBD ,Australia,,,,,
20126, Sushi Sushi - Clarence Street ,Australia,,,,,
20127, RendezVous Dessert ,Australia,,,,,
20128, Lan Dining - Haymarket ,Australia,,,,,
20129, Khaohom Thai Restaurant ,Australia,,,,,
20130, Beast&Co ,Australia,,,,,
20131, Raphael's ,Australia,,,,,
20132, Mid City Fresh - Pyrmont ,Australia,,,,,
20133, Hokka Hokka - Birkenhead Point ,Australia,,,,,
20134, Bella Restaurant & Wine Bar ,Australia,,,,,
20135, The Tunnel Supermart ,Australia,,,,,
20136, The Flaming Flamingo ,Australia,,,,,
20137, Lord Gladstone Hotel ,Australia,,,,,
20138, Lords Burgers ,Australia,,,,,
20139, Machi Machi - Sydney CBD ,Australia,,,,,
20140, Menya Noodle Bar - Haymarket ,Australia,,,,,
20141, Ginger & Spice - Chippendale ,Australia,,,,,
20142, Sambos ,Australia,,,,,
20143, Ezymart Global - Goulburn Street ,Australia,,,,,
20144, Kenny's Pork Rolls ,Australia,,,,,
20145, Dumplings & Beer - Potts Point ,Australia,,,,,
20146, Città Cafe ,Australia,,,,,
20147, Rivareno Gelato - Barangaroo ,Australia,,,,,
20148, Penny's Pasta and Schnitzels ,Australia,,,,,
20149, Neko Japanese Restaurant - Darlinghurst ,Australia,,,,,
20150, Fatcaron Market City ,Australia,,,,,
20151, Burgers on Glebe ,Australia,,,,,
20152, Fatcaron - The Galeries ,Australia,,,,,
20153, KFC - Kings Cross ,Australia,,,,,
20154, KFC - Darlinghurst ,Australia,,,,,
20155, KFC - George Street ,Australia,,,,,
20156, Chargrill Charlie's - Annandale ,Australia,,,,,
20157, Fishbowl - Potts Point ,Australia,,,,,
20158, Fishbowl - Barrack Place ,Australia,,,,,
20159, Fishbowl - Surry Hills ,Australia,,,,,
20160, McDonald's - Darling Quarter ,Australia,,,,,
20161, McDonald's - Strand ,Australia,,,,,
20162, Chat Thai Circular Quay ,Australia,,,,,
20163, Chat Thai Westfield ,Australia,,,,,
20164, Chatime - Broadway Shopping Centre ,Australia,,,,,
20165, Chatime - Queen Victoria Building ,Australia,,,,,
20166, Hungry Jack's - Pitt & Park ,Australia,,,,,
20167, Epic Hotdog - Parramatta Road ,Australia,,,,,
20168, Big George's Burgers - Darlinghurst ,Australia,,,,,
20169, Guzman y Gomez - GYG - Kent Street ,Australia,,,,,
20170, Subway - Haymarket ,Australia,,,,,
20171, Sushi Hub - The Galeries Town Hall ,Australia,,,,,
20172, Sushi Hub - Skyview Plaza ,Australia,,,,,
20173, Sushi Hub - QVB ,Australia,,,,,
20174, Ribs & Burgers - The Rocks ,Australia,,,,,
20175, Henry Lees Café ,Australia,,,,,
20176, Roll'd - Gateway Sydney ,Australia,,,,,
20177, Sharetea - Railway Square ,Australia,,,,,
20178, Made In Italy - Pyrmont ,Australia,,,,,
20179, Little Venice Pizzeria ,Australia,,,,,
20180, Glider Cafe ,Australia,,,,,
20181, Daily Greens - Gateway ,Australia,,,,,
20182, Crown Noodle Bar ,Australia,,,,,
20183, Nando's - Clarence St ,Australia,,,,,
20184, Grill'd - World Square ,Australia,,,,,
20185, Grill'd - Westfield Sydney ,Australia,,,,,
20186, Grill'd - Galeries ,Australia,,,,,
20187, Ben & Jerry's + Magnum Store - Rozelle ,Australia,,,,,
20188, Ben & Jerry's + Magnum Store - Birchgrove ,Australia,,,,,
20189, Max Brenner - Central Park ,Australia,,,,,
20190, P'Nut Street Noodles - The Rocks ,Australia,,,,,
20191, Soul Origin - 25 Martin Place ,Australia,,,,,
20192, Soul Origin - Hunter Connection ,Australia,,,,,
20193, Soul Origin - Sydney World Square ,Australia,,,,,
20194, Soul Origin - Sydney Central Park ,Australia,,,,,
20195, Soul Origin - Sydney Central Plaza ,Australia,,,,,
20196, Fratelli Fresh - Darling Harbour ,Australia,,,,,
20197, Burger Project - Barangaroo ,Australia,,,,,
20198, Golden Five Star Kebabs and Pizza ,Australia,0,1.9734,20,35,3.88
20199, Xing Fu Tang - Haymarket ,Australia,0,2.6334,1,35,6
20200, Ezymart - Sydney CBD ,Australia,0,0.6534,840,35,4.27
20201, Metro Pita Kebab ,Australia,0,0.9834,28,35,4.06
20202, BP - Randwick ,Australia,0,0.6534,14,35,4.12
20203, BP - Clovelly ,Australia,0,0.6534,5,35,5.27
20204, Naanstop On Norton ,Australia,0,3.2934,99,35,4.31
20205, Rocky Poke Bowl ,Australia,0,1.3134,15,35,3.62
20206, Craft Gozleme ,Australia,0,1.3134,92,35,3.07
20207, Hand Stretched Pizza ,Australia,0,1.3134,27,35,4.62
20208, Gold Cafe ,Australia,0,1.9734,23,35,4.57
20209, D 8 Fried Chicken & Burgers - Waterloo ,Australia,0,1.3134,13,35,3.28
20210, EzyMart - Darlinghurst ,Australia,0,0.6534,692,35,3.74
20211, McDonald's - Kings Cross ,Australia,0,3.927,1,35,3.33
20212, Costi Seafoods ,Australia,0,3.2934,2762,35,4.53
20213, Maya Da Dhaba ,Australia,23.1,0,5,60,5.8
20214, Abdul's Lebanese - Surry Hills ,Australia,0,0.6534,1586,35,5.04
20215, Saray Turkish Pizza and Kebabs ,Australia,16.5,0,3111,50,4.96
20216, Nawaz Flavour of India ,Australia,16.5,0,2,35,4.67
20217, World of Wings - Ultimo ,Australia,0,1.9734,2259,35,4.78
20218, Indian Leaf ,Australia,19.8,1.914,1101,60,3.84
20219, KFC - Randwick ,Australia,0,5.907,1,35,6
20220, Ollie's Kitchen - Potts Point ,Australia,0,3.2934,619,35,5.2
20221, Urban Thai Sydney ,Australia,13.2,0,2,30,6
20222, Sam The Brownie Man ,Australia,0,2.6334,1345,35,4.09
20223, Guzman y Gomez - GYG - UNSW ,Australia,0,3.9534,2,35,4.34
20224, Zhengxin Big Fried Chicken - Ultimo ,Australia,0,1.9734,1373,35,5.11
20225, Charles Thai ,Australia,13.2,0,1,45,5.33
20226, Smokey's On Flame ,Australia,0,1.3134,2234,35,3.75
20227, Hungry Jack's - Moore Park ,Australia,0,2.3034,1730,35,4.73
20228, Kammadhenu - Newtown ,Australia,13.2,0,587,55,3.86
20229, Lord Of The Wings - Surry Hills ,Australia,0,3.927,860,35,4.8
20230, Taco Bell - Green Square ,Australia,16.5,0,3977,40,3.89
20231, Seasoning Thai ,Australia,0,0.6534,981,35,4.54
20232, Balmain Mixed Business - Shirley's Corner Store ,Australia,13.167,3.267,1,40,1
20233, The Darling Pizzeria ,Australia,0,3.9534,968,35,5.26
20234, Grill'd - Leichhardt ,Australia,0,1.9734,541,35,5.33
20235, Tea Tube - Broadway ,Australia,16.5,0,1,35,4
20236, Ladda's the Thai Takeaway ,Australia,0,1.3134,277,35,4.71
20237, Tentaciones Colombian Cusine ,Australia,13.2,,407,40,5.4
20238, Pizza Deli ,Australia,0,0.6534,1379,35,5.35
20239, Dessert Store - Surry Hills ,Australia,0,0,6,35,3.33
20240, Le Monde Cafe ,Australia,0,3.2934,414,35,5
20241, Les Thym ,Australia,0,3.2934,3,35,4.44
20242, Leichhardt Espresso ,Australia,0,1.9734,662,35,4.27
20243, Teaser Sydney - Central Park ,Australia,13.2,,445,30,4.69
20244, Maggies Thai ,Australia,16.5,,218,45,4.46
20245, Allspice Thai Kitchen ,Australia,0,3.2934,756,35,4.55
20246, Lion's Grill & Campano Casual Italian ,Australia,13.2,3.63,970,50,4.7
20247, Manoosh Pizzeria - Waterloo ,Australia,0,2.6334,371,35,5.04
20248, Wu Dou Mi ,Australia,0,3.2934,129,35,4.63
20249, Chargrill Charlie's - Annandale ,Australia,0,0.6534,389,35,5.12
20250, Mistura Latin Quarter ,Australia,0,2.6334,486,35,5.32
20251, Jackies Cafe ,Australia,0,2.9634,349,35,4.8
20252, Mad Toppings - Randwick ,Australia,16.5,,203,60,4.83
20253, Crust Pizza - Alexandria ,Australia,13.2,2.31,53,40,5.26
20254, Rocketboy Pizza - Newtown ,Australia,0,1.9734,24,35,5.36
20255, Planet Pizza - Glebe ,Australia,13.2,0,504,40,4.82
20256, Thailicious ,Australia,0,2.6334,36,35,3.84
20257, Ogalo - Kensington ,Australia,13.2,0,66,35,3.51
20258, Yum Yai ,Australia,0,3.2934,616,35,4.58
20259, Soy Noodle Bar ,Australia,0,2.9634,52,35,4.24
20260, Brothers Kebabs and Burgers ,Australia,0,1.6434,336,35,5.14
20261, North Indian Cuisine ,Australia,0,3.2934,525,35,5.03
20262, Troy Kebab ,Australia,0,0.6534,610,35,4.98
20263, Bakers Delight - Glebe ,Australia,0,2.3034,13,35,4.62
20264, Newtown North Indian Diner ,Australia,0,1.9734,286,35,4.5
20265, Broaster Chicken - Newtown ,Australia,0,0.6534,286,35,5.26
20266, Deccan Flavours - Redfern ,Australia,0,0.3234,188,35,4.78
20267, Student Biryani - Surry Hills ,Australia,0,0.6534,27,35,4.83
20268, Ultra Convenience - Randwick ,Australia,16.5,0,2428,40,4.92
20269, Bamboo Thai ,Australia,13.2,,165,45,4.93
20270, Lorentto Pizzeria ,Australia,0,2.9634,91,35,4.84
20271, Taste of Thai ,Australia,0,3.2934,237,20,4.79
20272, Pagewood Hotel Rex Bistro ,Australia,0,3.2934,20,35,4.92
20273, Oporto - Kingsford ,Australia,0,3.2934,43,35,4.76
20274, Itsumo Sushi ,Australia,0,0.9834,183,35,5.18
20275, Noodle Star - Surry Hills ,Australia,0,2.9634,34,35,3.75
20276, Eksentrik Cafe ,Australia,0,0.6534,238,35,4.88
20277, ARANCINI PIZZA AND PASTA - (Waterloo) ,Australia,0,3.2934,168,35,4.57
20278, The Fish Market At Maroubra ,Australia,0,2.9634,133,35,4.92
20279, Burger 10 - Randwick ,Australia,0,0.9834,4,35,5.5
20280, Northern Chinese Family Restaurant - Waterloo ,Australia,0,1.9734,6,35,5.22
20281, Happy Chef Noodle Bar ,Australia,0,0.6534,184,35,4.89
20282, Gozleme Eats ,Australia,16.5,2.574,358,35,5.16
20283, Arthur's Pizza - Rosebery ,Australia,0,1.6434,1278,35,5.16
20284, The Hub Burger Bar ,Australia,0,2.9634,14,35,5.12
20285, Curry Craze ,Australia,0,3.2934,5,35,3.47
20286, Himalaya Pakistani & Indian Cuisine - Randwick ,Australia,0,1.9734,7,35,3.57
20287, Subway - Surry Hills ,Australia,0,3.2934,155,35,4.85
20288, Gotcha Fresh Tea - World Square ,Australia,0,2.6334,264,35,4.91
20289, Metro Thai ,Australia,0,3.2934,264,35,5.14
20290, Niji Sushi Bar ,Australia,0,0.3234,119,35,4.2
20291, The Pink Thai Bistro ,Australia,0,2.6334,29,35,4.26
20292, Pablo's Charcoal Chicken ,Australia,0,0.3234,49,35,4.46
20293, Vinfafe ,Australia,0,3.2934,207,35,5.29
20294, Wellington on Danks ,Australia,0,3.2934,11,35,6
20295, Grab Thai - Express ,Australia,0,0.3234,122,35,4.87
20296, Page Two ,Australia,0,2.9634,35,35,4.98
20297, Golden Pide ,Australia,0,2.3034,11,35,4.39
20298, Mascot Kebab ,Australia,0,2.6334,3,35,6
20299, Kebab On King ,Australia,0,2.3034,141,45,4.48
20300, Tropicana Caffe ,Australia,0,2.9634,17,35,4.47
20301, Eat Thai Restaurant ,Australia,0,2.6334,428,35,5.12
20302, Mr Pide & Kebabs ,Australia,0,2.6334,17,35,3.76
20303, Kiroran Silk Road Uyghur Restaurant ,Australia,0,0.6534,186,35,5.09
20304, Fishbowl - Newtown ,Australia,0,2.6334,16,35,4.92
20305, IGA - Waterloo ,Australia,0,3.2934,7,35,3.67
20306, Red Chilli Sichuan Restaurant ,Australia,16.5,2.6334,140,35,4.86
20307, 7 Feasts ,Australia,0,3.2934,126,35,4.26
20308, Pepper Pizza ,Australia,0,2.9634,318,35,5.03
20309, No.1 Malatown - Mascot ,Australia,0,2.6334,112,35,5.23
20310, Bento & Studio ,Australia,0,2.9634,12,35,3.86
20311, Woolloomooloo Fish and Chips ,Australia,0,1.3134,230,35,4.89
20312, Good Pho Mi ,Australia,0,2.6334,131,35,4.95
20313, Golden Bowl @ Alexandria ,Australia,0,1.9734,80,35,5.39
20314, CHICCHIC Thai DAMN TASTY THAI FOOD ,Australia,0,2.3034,316,35,4.07
20315, Hot Dish ,Australia,0,2.9634,20,35,4.77
20316, Super Bowl Chinese Restaurant ,Australia,0,0.6534,14,35,5.14
20317, Bonanza Thai ,Australia,0,1.3134,433,35,4.62
20318, FOODT3PP ,Australia,0,3.2934,51,35,5.07
20319, HOYTS - Broadway ,Australia,0,2.6334,20,35,5.02
20320, Chicky Char Char ,Australia,0,1.3134,250,35,4.42
20321, Plateia Where Friends Meet ,Australia,0,2.6334,50,35,4.35
20322, Sushi Hub - 815 George Street Central ,Australia,0,1.9734,13,35,3.51
20323, Pista House - Surry Hills ,Australia,0,1.6434,36,35,3.77
20324, Tom Tom Kensington Noodle Bar ,Australia,0,1.9734,64,35,4.86
20325, Khao Kang Maruay ,Australia,0,1.3134,80,35,4.42
20326, Epic Pizza ,Australia,0,2.9634,229,35,3.23
20327, Caysorn Thai ,Australia,0,1.9734,193,35,4.45
20328, 85 Degrees Café Central Park ,Australia,0,2.6334,11,35,5.09
20329, Taste of Northern China ,Australia,0,3.9534,48,35,4.47
20330, Naan House ,Australia,0,3.2934,95,35,4.15
20331, Boost Juice - Broadway ,Australia,0,3.2934,55,35,4.79
20332, Destination Roll - Mascot ,Australia,0,3.2934,145,35,4.52
20333, Mascot Kebab Deli and Fried Broaster ,Australia,0,2.6334,271,35,4.81
20334, Chatime - Eastgate ,Australia,16.5,2.31,149,35,4.43
20335, Betty's Burgers - Bondi Junction ,Australia,0,1.9734,38,35,3.75
20336, Ribs & Burgers - Zetland ,Australia,0,2.6334,232,35,4.08
20337, Pepper Seeds - South Eveleigh ,Australia,16.434,,44,35,5.17
20338, Rosebery Kebab House ,Australia,0,1.9734,74,35,4.82
20339, Zeus Street Greek - Broadway ,Australia,0,1.6434,9,35,4.52
20340, Pizza Hut - Surry Hills ,Australia,0,2.6334,773,35,4.59
20341, Kebabs on Glebe ,Australia,0,0.6534,60,35,4.61
20342, Ajisen Ramen Japanese Restaurant ,Australia,0,1.3134,101,35,4.23
20343, New Chilli House (Dumpling King) ,Australia,0,1.3134,4,35,5.67
20344, Couchfood - Rozelle - Powered by BP ,Australia,0,2.9634,589,35,4.32
20345, Mad Mex - Zetland ,Australia,0,3.2934,2,35,6
20346, Indian Rasoi - Zetland ,Australia,0,3.2934,63,35,5.23
20347, Wok Station-Pyrmont ,Australia,0,2.6334,211,35,5.01
20348, The Sweetheart Thai Restaurant & Bar ,Australia,0,2.3034,6,35,4.28
20349, Vic's Pizzeria ,Australia,0,2.6334,12,35,4.47
20350, Indian Home Diner - Paddington ,Australia,19.8,,6,35,2.56
20351, Hikaru Japanese Courtyard Restaurant ,Australia,0,3.2934,20,35,4.72
20352, 1915 Halal Lanzhou Beef Noodle - CBD ,Australia,0,1.3134,559,35,5.04
20353, Himalaya Pakistani Indian Restaurant - Surry Hills ,Australia,0,2.9634,56,35,5.17
20354, Za'atar Bake ,Australia,0,2.6334,19,35,5.02
20355, Harry's Pasta Bar ,Australia,0,1.3134,246,35,4.36
20356, Northern Chinese Family Restaurant - Mascot ,Australia,0,0.6534,1721,35,4.4
20357, Chinese Private Kitchen ,Australia,0,3.2934,27,35,4.67
20358, M Kebab & Snack Pack ,Australia,16.5,0,1,40,2
20359, Fast I-mart ,Australia,0,3.2934,77,35,4.85
20360, Gozleme King - Sydney ,Australia,0,3.9534,62,35,4.32
20361, Doytao Thai Restaurant Waterloo ,Australia,0,3.2934,9,35,4.15
20362, Fez And Co ,Australia,0,2.9634,2,35,3.67
20363, Cafe Chapachinos ,Australia,0,3.2934,150,35,3.63
20364, Zambrero - Darlinghurst ,Australia,0,2.6334,196,35,4.94
20365, Wok Master Randwick ,Australia,0,3.2934,142,35,4.73
20366, Thai Thae - Mascot ,Australia,0,3.9534,50,35,4.67
20367, Dopa by Devon ,Australia,0,1.9734,38,35,5.01
20368, Mamaks Village - UNSW ,Australia,0,3.2934,5,35,4.47
20369, North Indian Flavour CBD ,Australia,0,2.6334,42,35,4.74
20370, Taco Loco - Newtown ,Australia,0,2.9634,1,35,5
20371, Fresh Curry Hub ,Australia,0,3.2934,58,35,4.75
20372, Nando's - Broadway Shopping Centre ,Australia,0,2.6334,243,35,4.91
20373, Open Korea ,Australia,0,3.2934,55,35,4.7
20374, The Spice Lounge Indian Cuisine ,Australia,0,0.6534,323,35,4.98
20375, Clem's Chicken Shop ,Australia,0,1.9734,207,35,4.61
20376, Pinto Thong Thai Restaurant ,Australia,0,3.2934,163,35,4.83
20377, Terry's Grill - Waterloo - George Hotel ,Australia,0,2.6334,191,35,4.61
